Pokemon,No.,Caught?,Diamond,Pearl,Platinum,HeartGold,SoulSilver,Pal Park,Pokéwalker
Rayquaza,#0384,False,Trade,Trade,Trade,Embedded Tower (requires Jade Orb) (Only one),Embedded Tower (requires Jade Orb) (Only one),Field,
Jirachi,#0385,False,"Pal Park, Event","Pal Park, Event","Pal Park, Event","Pal Park, Event","Pal Park, Event",Mountain,
Deoxys,#0386,False,"Pal Park, Event","Pal Park, Event",Pal Park,Pal Park,Pal Park,Mountain,
Turtwig,#0387,False,First partner Pokémon from Professor Rowan's briefcase at Lake Verity,First partner Pokémon from Professor Rowan's briefcase at Lake Verity,First partner Pokémon from Professor Rowan's briefcase on Route 201,Trade,Trade,,
Grotle,#0388,False,Evolve Turtwig,Evolve Turtwig,Evolve Turtwig,Trade,Trade,,
Torterra,#0389,False,Evolve Grotle,Evolve Grotle,Evolve Grotle,Trade,Trade,,
Chimchar,#0390,False,First partner Pokémon from Professor Rowan's briefcase at Lake Verity,First partner Pokémon from Professor Rowan's briefcase at Lake Verity,First partner Pokémon from Professor Rowan's briefcase on Route 201,"Trade, Event","Trade, Event",,
Monferno,#0391,False,Evolve Chimchar,Evolve Chimchar,Evolve Chimchar,Trade,Trade,,
Infernape,#0392,False,Evolve Monferno,Evolve Monferno,Evolve Monferno,Trade,Trade,,
Piplup,#0393,False,First partner Pokémon from Professor Rowan's briefcase at Lake Verity,First partner Pokémon from Professor Rowan's briefcase at Lake Verity,First partner Pokémon from Professor Rowan's briefcase on Route 201,Trade,Trade,,
Prinplup,#0394,False,Evolve Piplup,Evolve Piplup,Evolve Piplup,Trade,Trade,,
Empoleon,#0395,False,Evolve Prinplup,Evolve Prinplup,Evolve Prinplup,Trade,Trade,,
Starly,#0396,False,"Routes 201, 202, 203, 204, 209, and 212, Lake Verity, Great Marsh","Routes 201, 202, 203, 204, 209, and 212, Lake Verity, Great Marsh","Routes 201, 202, 203, and 204, Lake Verity",Pewter City (Headbutt trees*),Pewter City (Headbutt trees*),,
Staravia,#0397,False,"Lake Verity (Fire Red, Leaf Green, or Emerald) Routes 209, 212, Lake Valor, Trophy Garden, Sendoff Spring, Great Marsh, Valor Lakefront","Lake Verity (Fire Red, Leaf Green, or Emerald) Routes 209, 212, Lake Valor, Trophy Garden, Sendoff Spring, Great Marsh, Valor Lakefront","Routes 209, 210, 212, 215, Trophy Garden, Lake Valor, Sendoff Spring, Valor Lakefront",Evolve Starly,Evolve Starly,,
Staraptor,#0398,False,Evolve Staravia,Evolve Staravia,Evolve Staravia,Evolve Staravia,Evolve Staravia,,
Bidoof,#0399,False,"Routes 201, 202, 203, 204, 205, 208, 211, Lake Verity, Great Marsh, Valley Windworks","Routes 201, 202, 203, 204, 205, 208, 211, Lake Verity, Great Marsh, Valley Windworks","Routes 201, 202, 203, 204, 205, 208, and 211, Lake Verity, Eterna Forest","Safari Zone (Forest with 10 Waterside points) Routes 4, 6, 9, 10, 13, 21, 22, 24, 25, 26, 27, 28, 30, 31, 32, 34, 35, 42, 43, 44, 45, 47, Ruins of Alph, Mt. Silver (Sinnoh Sound)","Safari Zone (Forest with 10 Waterside points) Routes 4, 6, 9, 10, 13, 21, 22, 24, 25, 26, 27, 28, 30, 31, 32, 34, 35, 42, 43, 44, 45, 47, Ruins of Alph, Mt. Silver (Sinnoh Sound)",,Sinnoh Field
Bibarel,#0400,False,"Lake Verity (Fire Red, Leaf Green, or Emerald) Routes 208, 209, 210, 212, Lake Valor, Sendoff Spring, Great Marsh, Lake Acuity, Valor Lakefront","Lake Verity (Fire Red, Leaf Green, or Emerald) Routes 208, 209, 210, 212, Lake Valor, Sendoff Spring, Great Marsh, Lake Acuity, Valor Lakefront","Routes 208, 209, 210, Lake Valor, Valor Lakefront, Lake Acuity, Great Marsh, Sendoff Spring",Evolve Bidoof,Evolve Bidoof,,Big Forest
Kricketot,#0401,False,"Routes 202, 203, 204, 206, 207 Morning Night","Routes 202, 203, 204, 206, 207 Morning Night","Routes 201, 202, 203, 204, 205, 207, Eterna Forest Morning Night",National Park (Bug- Catching Contest) Th Sa Viridian Forest (Swarm),National Park (Bug- Catching Contest) Th Sa Viridian Forest (Swarm),,Sinnoh Field
Kricketune,#0402,False,"Routes 206, 210, 212, 214, 215, Trophy Garden, Valor Lakefront","Routes 206, 210, 212, 214, 215, Trophy Garden, Valor Lakefront","Route 206, Valor Lakefront, Trophy Garden Morning Night",National Park (Bug- Catching Contest) Th Sa,National Park (Bug- Catching Contest) Th Sa,,
Shinx,#0403,False,"Routes 202, 203, and 204, Fuego Ironworks","Routes 202, 203, and 204, Fuego Ironworks","Routes 202, 203, and 204, Valley Windworks","Safari Zone (Plains with 10 Plains points) Routes 1, 2, 3, 5, 7, 8, 11, 14, 15, 16, 17, 18, 29, 33, 36, 37, 38, 39, 46, and 48, National Park (Sinnoh Sound)","Safari Zone (Plains with 10 Plains points) Routes 1, 2, 3, 5, 7, 8, 11, 14, 15, 16, 17, 18, 29, 33, 36, 37, 38, 39, 46, and 48, National Park (Sinnoh Sound)",,Sinnoh Field
Luxio,#0404,False,Fuego Ironworks,Fuego Ironworks,Route 222,Safari Zone (Savannah with 24 Plains points),Safari Zone (Savannah with 24 Plains points),,
Luxray,#0405,False,Evolve Luxio,Evolve Luxio,Evolve Luxio,Evolve Luxio,Evolve Luxio,,
Budew,#0406,False,"Routes 204 and 212, Eterna Forest, Great Marsh","Routes 204 and 212, Eterna Forest, Great Marsh","Routes 204, 205, and 208, Eterna Forest","Safari Zone (Forest with 24 Plains points; tall grass in Rocky Beach with 18 Forest points) Ilex Forest, Viridian Forest (Sinnoh Sound)","Safari Zone (Forest with 24 Plains points; tall grass in Rocky Beach with 18 Forest points) Ilex Forest, Viridian Forest (Sinnoh Sound)",,Sinnoh Field
Roserade,#0407,False,Evolve Roselia,Evolve Roselia,Evolve Roselia,Evolve Roselia,Evolve Roselia,,
Cranidos,#0408,False,Revive from Skull Fossil at the Oreburgh Mining Museum in Oreburgh City,Trade Receive Skull Fossil held by a traded Pokémon and revive it,Revive from Skull Fossil at the Oreburgh Mining Museum in Oreburgh City*,Receive Skull Fossil held by a traded Pokémon and revive it at the Pewter Museum of Science,Receive Skull Fossil held by a traded Pokémon and revive it at the Pewter Museum of Science,,
Rampardos,#0409,False,Evolve Cranidos,Trade,Trade Evolve Cranidos*,Trade,Trade,,
Shieldon,#0410,False,Trade Receive Armor Fossil held by a traded Pokémon and revive it,Revive from Armor Fossil at the Oreburgh Mining Museum in Oreburgh City,Revive from Armor Fossil at the Oreburgh Mining Museum in Oreburgh City*,Receive Armor Fossil held by a traded Pokémon and revive it at the Pewter Museum of Science,Receive Armor Fossil held by a traded Pokémon and revive it at the Pewter Museum of Science,,
Bastiodon,#0411,False,Trade,Evolve Shieldon,Trade Evolve Shieldon*,Trade,Trade,,
Burmy,#0412,False,"Routes 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 218, 221, 222, Eterna Forest, Floaroma Meadow, Fuego Ironworks, Valley Windworks (Honey Trees) (Plant Cloak)","Routes 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 218, 221, 222, Eterna Forest, Floaroma Meadow, Fuego Ironworks, Valley Windworks (Honey Trees) (Plant Cloak)","Routes 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 218, 221, 222, Eterna Forest, Floaroma Meadow, Fuego Ironworks, Valley Windworks (Honey Trees) (Plant Cloak)",Route 38 (Headbutt trees*; post- National) (Plant Cloak),Route 38 (Headbutt trees*; post- National) (Plant Cloak),,
Wormadam,#0413,False,Evolve Burmy♀,Evolve Burmy♀,Evolve Burmy♀,Evolve Burmy♀,Evolve Burmy♀,,
Mothim,#0414,False,Evolve Burmy♂,Evolve Burmy♂,Evolve Burmy♂,Evolve Burmy♂,Evolve Burmy♂,,
Combee,#0415,False,"Routes 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 218, 221, 222, Eterna Forest, Floaroma Meadow, Fuego Ironworks, Valley Windworks (Honey Trees)","Routes 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 218, 221, 222, Eterna Forest, Floaroma Meadow, Fuego Ironworks, Valley Windworks (Honey Trees)","Routes 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 218, 221, 222, Eterna Forest, Floaroma Meadow, Fuego Ironworks, Valley Windworks (Honey Trees)","Routes 5, 6, 7, 8, 11, 16, 25, Vermilion City, Celadon City, Cerulean City (Headbutt trees) National Park (Bug- Catching Contest) Th Sa","Routes 5, 6, 7, 8, 11, 16, 25, Vermilion City, Celadon City, Cerulean City (Headbutt trees) National Park (Bug- Catching Contest) Th Sa",,Sinnoh Field
Vespiquen,#0416,False,Evolve Combee♀,Evolve Combee♀,Evolve Combee♀,Evolve Combee♀,Evolve Combee♀,,
Pachirisu,#0417,False,"Route 205, Fuego Ironworks, Valley Windworks","Route 205, Fuego Ironworks, Valley Windworks","Route 205, Valley Windworks",Safari Zone (tall grass in Swamp with 10 Plains points; tall grass in Wetland with 8 Forest points),Safari Zone (tall grass in Swamp with 10 Plains points; tall grass in Wetland with 8 Forest points),,"Resort, Rally"
Buizel,#0418,False,"Routes 205, 213, and 224, Valley Windworks","Routes 205, 213, and 224, Valley Windworks","Routes 205, 212, and 213, Valley Windworks","Safari Zone (tall grass in Wetland with 35 Waterside points) Routes 4, 6, 9, 10, 13, 21, 22, 24, 25, 26, 27, 28, 30, 31, 32, 34, 35, 42, 43, 44, 45, and 47, Ruins of Alph, Mt. Silver (Sinnoh Sound)","Safari Zone (tall grass in Wetland with 35 Waterside points) Routes 4, 6, 9, 10, 13, 21, 22, 24, 25, 26, 27, 28, 30, 31, 32, 34, 35, 42, 43, 44, 45, and 47, Ruins of Alph, Mt. Silver (Sinnoh Sound)",,White Lake
Floatzel,#0419,False,"Routes 213, 218, 221, 222, 224, and 230, Fuego Ironworks, Victory Road","Routes 213, 218, 221, 222, 224, and 230, Fuego Ironworks, Victory Road","Routes 218, 221, 222, 224, and 230, Fuego Ironworks, Victory Road",Safari Zone (tall grass in Swamp with 10 Waterside points),Safari Zone (tall grass in Swamp with 10 Waterside points),,
Cherubi,#0420,False,"Routes 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 218, 221, 222, Eterna Forest, Floaroma Meadow, Fuego Ironworks, Valley Windworks (Honey Trees)","Routes 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 218, 221, 222, Eterna Forest, Floaroma Meadow, Fuego Ironworks, Valley Windworks (Honey Trees)","Routes 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 218, 221, 222, Eterna Forest, Floaroma Meadow, Fuego Ironworks, Valley Windworks (Honey Trees)",National Park (Headbutt trees*; post- National Dex),National Park (Headbutt trees*; post- National Dex),,
Cherrim,#0421,False,Evolve Cherubi,Evolve Cherubi,Evolve Cherubi,Evolve Cherubi,Evolve Cherubi,,
Shellos,#0422,False,"Routes 205, 218, and 221, Fuego Ironworks, Valley Windworks (tall grass) (West Sea) Routes 213 and 224 (tall grass) (East Sea)","Routes 205, 218, and 221, Fuego Ironworks, Valley Windworks (tall grass) (West Sea) Routes 213 and 224 (tall grass) (East Sea)","Routes 205 and 218, Valley Windworks (tall grass) (West Sea) Routes 205 and 218, Canalave City, Valley Windworks, Fuego Ironworks (Surfing) (West Sea) Routes 212 and 213 (tall grass) (East Sea) Routes 212 and 213, Pastoria City (Surfing) (East Sea)",Transfer from Pokéwalker (West Sea) Trade (East Sea),Transfer from Pokéwalker (West Sea) Trade (East Sea),,Stormy Beach (West Sea)
Gastrodon,#0423,False,"Routes 218 and 221, Fuego Ironworks (tall grass) (West Sea) Routes 222, 224, and 230 (tall grass) (East Sea)","Routes 218 and 221, Fuego Ironworks (tall grass) (West Sea) Routes 222, 224, and 230 (tall grass) (East Sea)","Route 218, Fuego Ironworks (tall grass) (West Sea) Routes 205 and 218, Canalave City, Valley Windworks, Fuego Ironworks (Surfing) (West Sea) Routes 212, 213, and 224, Pastoria City (Surfing) (East Sea)",Evolve Pokéwalker Shellos (West Sea) Trade (East Sea),Evolve Pokéwalker Shellos (West Sea) Trade (East Sea),,
Ambipom,#0424,False,Evolve Aipom,Evolve Aipom,Evolve Aipom,Evolve Aipom,Evolve Aipom,,
Drifloon,#0425,False,Valley Windworks Fr (after defeating Team Galactic there),Valley Windworks Fr (after defeating Team Galactic there),Valley Windworks Fr (after defeating Team Galactic there),Trade,Trade,,
Drifblim,#0426,False,Evolve Drifloon,Evolve Drifloon,Evolve Drifloon,Trade,Trade,,
Buneary,#0427,False,Eterna Forest,Eterna Forest,Eterna Forest,Route 25 (Swarm),Route 25 (Swarm),,Rally
Lopunny,#0428,False,Evolve Buneary,Evolve Buneary,Evolve Buneary,Evolve Buneary,Evolve Buneary,,
Mismagius,#0429,False,Trade,Evolve Misdreavus,Trade,Evolve Misdreavus,Evolve Misdreavus,,
Honchkrow,#0430,False,Evolve Murkrow,Trade,Trade,Evolve Murkrow,Evolve Murkrow,,
Glameow,#0431,False,Trade,Routes 218 and 222,Trade,Trade,Trade,,
Purugly,#0432,False,Trade,Routes 222 and 229,Trade,Trade,Trade,,
Chingling,#0433,False,"Route 211, Lake Valor, Mt. Coronet, Lake Acuity","Route 211, Lake Valor, Mt. Coronet, Lake Acuity","Route 211, Mt. Coronet, Sendoff Spring, Turnback Cave","Safari Zone (Mountain with 10 Forest points) Slowpoke Well, Union Cave, Mt. Mortar, Dark Cave, Whirl Islands, Mt. Silver Cave, Ice Path, Cliff Cave, Diglett's Cave, Mt. Moon, Cerulean Cave, Rock Tunnel, Seafoam Islands, Victory Road, Tohjo Falls (Sinnoh Sound)","Safari Zone (Mountain with 10 Forest points) Slowpoke Well, Union Cave, Mt. Mortar, Dark Cave, Whirl Islands, Mt. Silver Cave, Ice Path, Cliff Cave, Diglett's Cave, Mt. Moon, Cerulean Cave, Rock Tunnel, Seafoam Islands, Victory Road, Tohjo Falls (Sinnoh Sound)",,White Lake and Quiet Cave
Stunky,#0434,False,"Routes 206, 214, and 221",Trade,Trade,Trade,Trade,,
Skuntank,#0435,False,Routes 221 and 225,Trade,Trade,Trade,Trade,,
Bronzor,#0436,False,"Route 206, Wayward Cave, Turnback Cave, Mt. Coronet","Route 206, Wayward Cave, Turnback Cave, Mt. Coronet","Route 211, Wayward Cave, Turnback Cave, Mt. Coronet","Safari Zone (Peak with 35 Peak points and 14 Forest points) Slowpoke Well, Union Cave, Mt. Mortar, Dark Cave, Whirl Islands, Mt. Silver Cave, Ice Path, Cliff Cave, Diglett's Cave, Mt. Moon, Cerulean Cave, Rock Tunnel, Seafoam Islands, Victory Road, Tohjo Falls (Sinnoh Sound)","Safari Zone (Peak with 35 Peak points and 14 Forest points) Slowpoke Well, Union Cave, Mt. Mortar, Dark Cave, Whirl Islands, Mt. Silver Cave, Ice Path, Cliff Cave, Diglett's Cave, Mt. Moon, Cerulean Cave, Rock Tunnel, Seafoam Islands, Victory Road, Tohjo Falls (Sinnoh Sound)",,"Icy Mountain Rd., Winner's Path"
Bronzong,#0437,False,"Turnback Cave, Mt. Coronet","Turnback Cave, Mt. Coronet","Turnback Cave, Mt. Coronet",Safari Zone (Forest with 56 Peak points and 35 Forest points),Safari Zone (Forest with 56 Peak points and 35 Forest points),,
Bonsly,#0438,False,Trophy Garden,"Routes 209 and 210, Trophy Garden",Trophy Garden,Breed Sudowoodo holding a Rock Incense,Breed Sudowoodo holding a Rock Incense,,Big Forest
Mime Jr.,#0439,False,"Routes 209 and 210, Trophy Garden",Trophy Garden,Trophy Garden,Breed Mr. Mime holding an Odd Incense,Breed Mr. Mime holding an Odd Incense,,Sinnoh Field
Happiny,#0440,False,Hatch Egg received from a Hiker in Hearthome City Trophy Garden,Hatch Egg received from a Hiker in Hearthome City Trophy Garden,Trophy Garden,Breed Chansey or Blissey holding a Luck Incense,Breed Chansey or Blissey holding a Luck Incense,,Amity Meadow
Chatot,#0441,False,Routes 222 and 224 Morning Day Trade Buizel at Eterna Condominiums,Routes 222 and 224 Morning Day Trade Buizel at Eterna Condominiums,"Routes 213, 218, 222 Morning Day Trade Buizel at Eterna Condominiums","Sprout Tower, Bell Tower, Burned Tower (Sinnoh Sound)","Sprout Tower, Bell Tower, Burned Tower (Sinnoh Sound)",,Rally
Spiritomb,#0442,False,Hallowed Tower on Route 209,Hallowed Tower on Route 209,Hallowed Tower on Route 209,Transfer from Pokéwalker,Transfer from Pokéwalker,,Quiet Cave
Gible,#0443,False,Wayward Cave,Wayward Cave,Wayward Cave,Safari Zone (tall grass in Rocky Beach with 49 Plains points and 49 Peak points),Safari Zone (tall grass in Rocky Beach with 49 Plains points and 49 Peak points),,
Gabite,#0444,False,Evolve Gible,Evolve Gible,Victory Road,Evolve Gible,Evolve Gible,,
Garchomp,#0445,False,Evolve Gabite,Evolve Gabite,Evolve Gabite,Evolve Gabite,Evolve Gabite,,
Munchlax,#0446,False,"Routes 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 218, 221, 222, Eterna Forest, Floaroma Meadow, Fuego Ironworks, Valley Windworks (Honey Trees)","Routes 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 218, 221, 222, Eterna Forest, Floaroma Meadow, Fuego Ironworks, Valley Windworks (Honey Trees)","Routes 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 218, 221, 222, Eterna Forest, Floaroma Meadow, Fuego Ironworks, Valley Windworks (Honey Trees)",Breed Snorlax holding a Full Incense,Breed Snorlax holding a Full Incense,,"Quiet Cave, Winner's Path"
Riolu,#0447,False,Hatch Egg received from Riley in Iron Island,Hatch Egg received from Riley in Iron Island,Hatch Egg received from Riley in Iron Island,Safari Zone (tall grass in Meadow with 42 Peak points and 28 Forest points),Safari Zone (tall grass in Meadow with 42 Peak points and 28 Forest points),,
Lucario,#0448,False,Evolve Riolu,Evolve Riolu,Evolve Riolu,Evolve Riolu,Evolve Riolu,,
Hippopotas,#0449,False,Maniac Tunnel,Maniac Tunnel,Maniac Tunnel,Safari Zone (Desert with 28 Peak points),Safari Zone (Desert with 28 Peak points),,
Hippowdon,#0450,False,Route 228,Route 228,Route 228,Evolve Hippopotas,Evolve Hippopotas,,
Skorupi,#0451,False,Great Marsh,Great Marsh,Great Marsh,Safari Zone (Wasteland with 28 Peak points),Safari Zone (Wasteland with 28 Peak points),,
Drapion,#0452,False,Great Marsh (after obtaining National Pokédex),Great Marsh (after obtaining National Pokédex),Great Marsh (after obtaining National Pokédex),Evolve Skorupi,Evolve Skorupi,,
Croagunk,#0453,False,Great Marsh,Great Marsh,"Route 212, Great Marsh",Safari Zone (tall grass in Marshland with 42 Forest points),Safari Zone (tall grass in Marshland with 42 Forest points),,Rally
Toxicroak,#0454,False,Great Marsh (after obtaining National Pokédex),Great Marsh (after obtaining National Pokédex),Great Marsh (after obtaining National Pokédex),Evolve Croagunk,Evolve Croagunk,,
Carnivine,#0455,False,Great Marsh,Great Marsh,Great Marsh,"Safari Zone (Desert with 49 Plains points; tall grass in Marshland with 35 Forest points) Ilex Forest, Viridian Forest (Sinnoh Sound)","Safari Zone (Desert with 49 Plains points; tall grass in Marshland with 35 Forest points) Ilex Forest, Viridian Forest (Sinnoh Sound)",,
Finneon,#0456,False,"Routes 205, 218, 219, 220, and 221, Fuego Ironworks, Iron Island, Canalave City, Valley Windworks (Good Rod)","Routes 205, 218, 219, 220, and 221, Fuego Ironworks, Iron Island, Canalave City, Valley Windworks (Good Rod)","Routes 205, 218, 219, 220, and 221, Fuego Ironworks, Iron Island, Canalave City, Valley Windworks (Good Rod)",Transfer from Pokéwalker,Transfer from Pokéwalker,,Stormy Beach
Lumineon,#0457,False,"Routes 205, 218, 219, 220, and 221, Fuego Ironworks, Iron Island, Canalave City, Valley Windworks (Super Rod)","Routes 205, 218, 219, 220, and 221, Fuego Ironworks, Iron Island, Canalave City, Valley Windworks (Super Rod)","Routes 219, 220, and 221 (Good Rod) Routes 205, 218, 219, 220, and 221, Fuego Ironworks, Iron Island, Canalave City, Valley Windworks (Super Rod)",Evolve Pokéwalker Finneon,Evolve Pokéwalker Finneon,,
Mantyke,#0458,False,"Route 223, Sunyshore City (Surfing)","Route 223, Sunyshore City (Surfing)",Route 223 (Surfing),Breed Mantine holding a Wave Incense,Trade,,
Snover,#0459,False,"Routes 216 and 217, Acuity Lakefront, Mt. Coronet (peak)","Routes 216 and 217, Acuity Lakefront, Mt. Coronet (peak)","Routes 216 and 217, Acuity Lakefront, Lake Acuity, Mt. Coronet (peak)",Transfer from Pokéwalker,Transfer from Pokéwalker,,Icy Mountain Rd.
Abomasnow,#0460,False,Mt. Coronet (Exterior),Mt. Coronet (Exterior),Mt. Coronet (Exterior),Evolve Pokéwalker Snover,Evolve Pokéwalker Snover,,
Weavile,#0461,False,Evolve Sneasel,Evolve Sneasel,Evolve Sneasel,Evolve Sneasel,Evolve Sneasel,,
Magnezone,#0462,False,Evolve Magneton,Evolve Magneton,Evolve Magneton,"Trade, Evolve Magneton in Pokémon Diamond, Pearl or Platinum","Trade, Evolve Magneton in Pokémon Diamond, Pearl or Platinum",,
Lickilicky,#0463,False,Evolve Lickitung,Evolve Lickitung,Evolve Lickitung,Evolve Lickitung,Evolve Lickitung,,
Rhyperior,#0464,False,Evolve Rhydon,Evolve Rhydon,Evolve Rhydon,Evolve Rhydon,Evolve Rhydon,,
Tangrowth,#0465,False,"Trade, Event","Trade, Event",Evolve Tangela,Evolve Tangela,Evolve Tangela,,
Electivire,#0466,False,Evolve Electabuzz,Evolve Electabuzz,Evolve Electabuzz,Evolve Electabuzz,Evolve Electabuzz,,
Magmortar,#0467,False,Evolve Magmar,Evolve Magmar,Evolve Magmar,Evolve Magmar,Evolve Magmar,,
Togekiss,#0468,False,Evolve Togetic,Evolve Togetic,Evolve Togetic,Evolve Togetic,Evolve Togetic,,
Yanmega,#0469,False,Evolve Yanma,Evolve Yanma,Evolve Yanma,Evolve Yanma,Evolve Yanma,,
Leafeon,#0470,False,Evolve Eevee,Evolve Eevee,Evolve Eevee,"Trade, Evolve Eevee in Pokémon Diamond, Pearl or Platinum","Trade, Evolve Eevee in Pokémon Diamond, Pearl or Platinum",,
Glaceon,#0471,False,Evolve Eevee,Evolve Eevee,Evolve Eevee,"Trade, Evolve Eevee in Pokémon Diamond, Pearl or Platinum","Trade, Evolve Eevee in Pokémon Diamond, Pearl or Platinum",,
Gliscor,#0472,False,Evolve Gligar,Evolve Gligar,Evolve Gligar,Evolve Gligar,Trade,,
Mamoswine,#0473,False,Evolve Piloswine,Evolve Piloswine,Evolve Piloswine,Evolve Piloswine,Evolve Piloswine,,
Porygon-Z,#0474,False,Evolve Porygon2,Evolve Porygon2,Evolve Porygon2,Evolve Porygon2,Evolve Porygon2,,
Gallade,#0475,False,Evolve Kirlia♂,Evolve Kirlia♂,Evolve Kirlia♂,Evolve Kirlia♂,Evolve Kirlia♂,,
Probopass,#0476,False,Evolve Nosepass,Evolve Nosepass,Evolve Nosepass,"Trade, Evolve Nosepass in Pokémon Diamond, Pearl or Platinum","Trade, Evolve Nosepass in Pokémon Diamond, Pearl or Platinum",,
Dusknoir,#0477,False,Evolve Dusclops,Evolve Dusclops,Evolve Dusclops,Evolve Dusclops,Evolve Dusclops,,
Froslass,#0478,False,Evolve Snorunt♀,Evolve Snorunt♀,Evolve Snorunt♀,Evolve Pokéwalker Snorunt♀,Evolve Pokéwalker Snorunt♀,,
Rotom,#0479,False,T V in Old Chateau Night (Only one) (After obtaining the National Pokédex),T V in Old Chateau Night (Only one) (After obtaining the National Pokédex),T V in Old Chateau Night (Only one),Trade,Trade,,
Uxie,#0480,False,Acuity Cavern (Only one),Acuity Cavern (Only one),Acuity Cavern (Only one),Trade,Trade,,
Mesprit,#0481,False,Roaming Sinnoh (Only one),Roaming Sinnoh (Only one),Roaming Sinnoh (Only one),Trade,Trade,,
Azelf,#0482,False,Valor Cavern (Only one),Valor Cavern (Only one),Valor Cavern (Only one),Trade,Trade,,
Dialga,#0483,False,Spear Pillar (Only one),Trade,Spear Pillar (Only one),"Sinjoh Ruins (requires Event Arceus) (Choice between it, Palkia and Giratina)","Sinjoh Ruins (requires Event Arceus) (Choice between it, Palkia and Giratina)",,
Palkia,#0484,False,Trade,Spear Pillar (Only one),Spear Pillar (Only one),"Sinjoh Ruins (requires Event Arceus) (Choice between it, Dialga and Giratina)","Sinjoh Ruins (requires Event Arceus) (Choice between it, Dialga and Giratina)",,
Heatran,#0485,False,Stark Mountain (Only one),Stark Mountain (Only one),Stark Mountain (Only one)*,Trade,Trade,,
Regigigas,#0486,False,"Snowpoint Temple (requires Regirock, Regice, and Registeel in the player's party) (Only one)","Snowpoint Temple (requires Regirock, Regice, and Registeel in the player's party) (Only one)","Snowpoint Temple (requires Regirock, Regice, and Registeel in the player's party) (Only one)",Trade,Trade,,
Giratina,#0487,False,Turnback Cave (Only one) (Altered Forme),Turnback Cave (Only one) (Altered Forme),Distortion World (Only one) (Origin Forme) Turnback Cave (If not caught in the Distortion World) (Only one)(Altered Forme),"Sinjoh Ruins (requires Event Arceus) (Choice between it, Dialga and Palkia) (Origin Forme)","Sinjoh Ruins (requires Event Arceus) (Choice between it, Dialga and Palkia) (Origin Forme)",,
Cresselia,#0488,False,Roaming Sinnoh (Only one),Roaming Sinnoh (Only one),Roaming Sinnoh (Only one),Trade,Trade,,
Phione,#0489,False,My Pokémon Ranch Breed Manaphy,My Pokémon Ranch Breed Manaphy,"My Pokémon Ranch (requires Platinum update, Japan only) Breed Manaphy",Breed Manaphy,Breed Manaphy,,
Manaphy,#0490,False,Hatch Egg transferred from a Pokémon Ranger game,Hatch Egg transferred from a Pokémon Ranger game,Hatch Egg transferred from a Pokémon Ranger game,Hatch Egg transferred from a Pokémon Ranger game,Hatch Egg transferred from a Pokémon Ranger game,,
Darkrai,#0491,False,Newmoon Island (requires Member Card*) (Only one),Newmoon Island (requires Member Card*) (Only one),Newmoon Island (requires Member Card) (Only one),Trade,Trade,,
Shaymin,#0492,False,Flower Paradise (requires Oak's Letter*) (Only one) Event,Flower Paradise (requires Oak's Letter*) (Only one) Event,Flower Paradise (requires Oak's Letter) (Only one) Event,Event,Event,,
Arceus,#0493,False,Hall of Origin (requires Azure Flute*) (Only one) Event,Hall of Origin (requires Azure Flute*) (Only one) Event,Hall of Origin (requires Azure Flute*) (Only one) Event,Trade,Trade,,
